"","X","obs","point","species","distance","round","impound","area","region","lat","long","month","day","year","night","odate","time","flush_walk","treat"
"202",202,"D","DD320S0","sora",0,3,"pool2","fgca","nc",39.6923990361,-93.3155260049,10,2,2013,4.1,275,NA,NA,NA
"203",203,"D","DD323S0","sora",0,3,"pool2","fgca","nc",39.6917660348,-93.3152039722,10,2,2013,4.1,275,NA,NA,NA
"204",204,"D","DD027S4SA","sora",4,3,"pool2w","fgca","nc",40.101170959,-95.2792549599,10,2,2013,4.1,275,NA,NA,NA
"205",205,"D","DD287S6","sora",6,3,"pool2w","fgca","nc",39.6960139833,-93.3085929975,9,30,2013,4.1,273,NA,NA,NA
"206",206,"D","DD287S2","sora",2,3,"pool2w","fgca","nc",39.694242971,-93.3078869898,9,30,2013,4.1,273,NA,NA,NA
"207",207,"D","DD286S3","sora",3,3,"pool2w","fgca","nc",39.6942400374,-93.3078930248,9,30,2013,4.1,273,NA,NA,NA
"208",208,"D","DD300S2","sora",2,3,"pool2w","fgca","nc",39.6942009777,-93.307885984,10,2,2013,4.1,275,NA,NA,NA
"209",209,"D","DD285S3","sora",3,3,"pool2w","fgca","nc",39.6941009816,-93.3079780173,9,30,2013,4.1,273,NA,NA,NA
"210",210,"D","DD301S2","sora",2,3,"pool2w","fgca","nc",39.6940699685,-93.3080040012,10,2,2013,4.1,275,NA,NA,NA
"211",211,"D","DD302S2","sora",2,3,"pool2w","fgca","nc",39.6939859819,-93.3081110381,10,2,2013,4.1,275,NA,NA,NA
"212",212,"D","DD303S2","sora",2,3,"pool2w","fgca","nc",39.6939810365,-93.3081210125,10,2,2013,4.1,275,NA,NA,NA
"213",213,"D","DD304S0","sora",0,3,"pool2w","fgca","nc",39.6938770171,-93.3081719745,10,2,2013,4.1,275,NA,NA,NA
"214",214,"D","DD305S0","sora",0,3,"pool2w","fgca","nc",39.693752965,-93.3083260339,10,2,2013,4.1,275,NA,NA,NA
"215",215,"D","DD281S1","sora",1,3,"pool2w","fgca","nc",39.6937510371,-93.3088169619,9,30,2013,4.1,273,NA,NA,NA
"216",216,"D","DD279S1","sora",1,3,"pool2w","fgca","nc",39.6937409788,-93.3089519944,9,30,2013,4.1,273,NA,NA,NA
"217",217,"D","DD278S0","sora",0,3,"pool2w","fgca","nc",39.6937350277,-93.3089720272,9,30,2013,4.1,273,NA,NA,NA
"218",218,"D","DD306S0","sora",0,3,"pool2w","fgca","nc",39.6935819741,-93.3084520139,10,2,2013,4.1,275,NA,NA,NA
"219",219,"D","DD261S0","sora",0,3,"pool2w","fgca","nc",39.6935809683,-93.3193950076,9,30,2013,4.1,273,NA,NA,NA
"220",220,"D","DD307S1","sora",1,3,"pool2w","fgca","nc",39.6935300063,-93.3085120283,10,2,2013,4.1,275,NA,NA,NA
"221",221,"D","DD284S2","sora",2,3,"pool2w","fgca","nc",39.6934849955,-93.3084909897,9,30,2013,4.1,273,NA,NA,NA
"222",222,"D","DD283S2","sora",2,3,"pool2w","fgca","nc",39.6934679803,-93.3085299656,9,30,2013,4.1,273,NA,NA,NA
"223",223,"D","DD275S2","sora",2,3,"pool2w","fgca","nc",39.6933450177,-93.3082670253,9,30,2013,4.1,273,NA,NA,NA
"224",224,"D","DD262S1","sora",1,3,"pool2w","fgca","nc",39.6932629589,-93.3197769709,9,30,2013,4.1,273,NA,NA,NA
"225",225,"D","DD318S0","sora",0,3,"pool2w","fgca","nc",39.6932499669,-93.311205972,10,2,2013,4.1,275,NA,NA,NA
"226",226,"D","DD263S2","sora",2,3,"pool2w","fgca","nc",39.6931560058,-93.3199949842,9,30,2013,4.1,273,NA,NA,NA
"227",227,"D","DD276S0","sora",0,3,"pool2w","fgca","nc",39.6930180397,-93.3089700155,9,30,2013,4.1,273,NA,NA,NA
"228",228,"D","DD316S2","sora",2,3,"pool2w","fgca","nc",39.6927140281,-93.3118750155,10,2,2013,4.1,275,NA,NA,NA
"229",229,"D","DD315S0","sora",0,3,"pool2w","fgca","nc",39.6926380042,-93.3126199991,10,2,2013,4.1,275,NA,NA,NA
"230",230,"D","DD317S2","sora",2,3,"pool2w","fgca","nc",39.6926189773,-93.3117559925,10,2,2013,4.1,275,NA,NA,NA
"231",231,"D","DD314S1","sora",1,3,"pool2w","fgca","nc",39.6925660037,-93.3126680274,10,2,2013,4.1,275,NA,NA,NA
"232",232,"D","DD272S2","sora",2,3,"pool2w","fgca","nc",39.6925080009,-93.3135249931,9,30,2013,4.1,273,NA,NA,NA
"233",233,"D","DD313S0","sora",0,3,"pool2w","fgca","nc",39.6925009601,-93.3126970287,10,2,2013,4.1,275,NA,NA,NA
"234",234,"D","DD308S0","sora",0,3,"pool2w","fgca","nc",39.6924909856,-93.3182259835,10,2,2013,4.1,275,NA,NA,NA
"235",235,"D","DD319S0","sora",0,3,"pool2w","fgca","nc",39.6924830228,-93.3127090149,10,2,2013,4.1,275,NA,NA,NA
"236",236,"D","DD266S0","sora",0,3,"pool2w","fgca","nc",39.6924729645,-93.3164630178,9,30,2013,4.1,273,NA,NA,NA
"237",237,"D","DD310S0","sora",0,3,"pool2w","fgca","nc",39.6924729645,-93.3173469733,10,2,2013,4.1,275,NA,NA,NA
"238",238,"D","DD309S1","sora",1,3,"pool2w","fgca","nc",39.6924650017,-93.3182620257,10,2,2013,4.1,275,NA,NA,NA
"239",239,"D","DD274S2","sora",2,3,"pool2w","fgca","nc",39.6924299654,-93.3090659883,9,30,2013,4.1,273,NA,NA,NA
"240",240,"D","DD267S3","sora",3,3,"pool2w","fgca","nc",39.6923790034,-93.3144670352,9,30,2013,4.1,273,NA,NA,NA
"241",241,"D","DD271S0","sora",0,3,"pool2w","fgca","nc",39.6923479903,-93.3137829881,9,30,2013,4.1,273,NA,NA,NA
"242",242,"D","DD269S3","sora",3,3,"pool2w","fgca","nc",39.6922909934,-93.3142790291,9,30,2013,4.1,273,NA,NA,NA
"243",243,"D","DD268S3","sora",3,3,"pool2w","fgca","nc",39.6922889818,-93.3142770175,9,30,2013,4.1,273,NA,NA,NA
"244",244,"D","DD265S4","sora",4,3,"pool2w","fgca","nc",39.6922569629,-93.3209650218,9,30,2013,4.1,273,NA,NA,NA
"245",245,"D","DD264S4","sora",4,3,"pool2w","fgca","nc",39.6922540292,-93.3209800255,9,30,2013,4.1,273,NA,NA,NA
"246",246,"D","DD270S0","sora",0,3,"pool2w","fgca","nc",39.6922279615,-93.3140369598,9,30,2013,4.1,273,NA,NA,NA
"247",247,"D","DD321S2","sora",2,3,"pool2w","fgca","nc",39.6918289829,-93.3153059799,10,2,2013,4.1,275,NA,NA,NA
"248",248,"D","DD322S3","sora",3,3,"pool2w","fgca","nc",39.6918259654,-93.3153010346,10,2,2013,4.1,275,NA,NA,NA
"249",249,"D","DD273S1","sora",1,3,"pool2w","fgca","nc",39.6913669724,-93.3101599943,9,30,2013,4.1,273,NA,NA,NA
"250",250,"D","DD274S3","sora",3,3,"pool2w","fgca","nc",39.6912730113,-93.3099969663,9,30,2013,4.1,273,NA,NA,NA
"251",251,"D","DD311S2","sora",2,3,"pool2w","fgca","nc",39.6908679977,-93.3171250205,10,2,2013,4.1,275,NA,NA,NA
"252",252,"D","DD288S1","sora",1,3,"pool2w","fgca","nc",39.6907990146,-93.3169060014,9,30,2013,4.1,273,NA,NA,NA
"253",253,"D","DD312S2","sora",2,3,"pool2w","fgca","nc",39.6905840188,-93.3167910017,10,2,2013,4.1,275,NA,NA,NA
"254",254,"D","DD296S2","sora",2,3,"pool2w","fgca","nc",39.5940990094,-93.1922319811,10,2,2013,4.1,275,NA,NA,NA
"255",255,"A","AF379S0","sora",0,3,"m11","slnwr","nc",39.582739016,-93.1944710389,9,26,2014,3.2,270,NA,NA,NA
"256",256,"D","DD045S0","sora",0,2,"ash","nvca","nw",40.0874470174,-95.0454799924,9,3,2013,3.2,246,NA,NA,NA
"257",257,"D","DD046S2","sora",2,2,"ash","nvca","nw",40.0874470174,-95.0454799924,9,3,2013,3.2,246,NA,NA,NA
"258",258,"A","AF371S0","sora",0,3,"ash","nvca","nw",40.0873509608,-95.0449469872,9,22,2014,3.2,266,NA,NA,NA
"259",259,"A","AF370V0","vira",0,3,"ash","nvca","nw",40.0872509647,-95.0449469872,9,22,2014,3.2,266,NA,NA,NA
"260",260,"A","AF369S2","sora",2,3,"ash","nvca","nw",40.0869979989,-95.044991998,9,22,2014,3.2,266,NA,NA,NA
"261",261,"A","AF368S3","sora",3,3,"ash","nvca","nw",40.0869949814,-95.0449940097,9,22,2014,3.2,266,NA,NA,NA
"262",262,"A","AF367S0","sora",0,3,"ash","nvca","nw",40.0869519822,-95.0450100191,9,22,2014,3.2,266,NA,NA,NA
"263",263,"A","AF366S0","sora",0,3,"ash","nvca","nw",40.0857190043,-95.0475680083,9,22,2014,3.2,266,NA,NA,NA
"264",264,"N","N086S0","sora",0,2,"ash","nvca","nw",40.0846809894,-95.0474589597,9,2,2014,3.2,245,NA,NA,NA
"265",265,"A","AF361S0","sora",0,3,"ash","nvca","nw",40.0834090356,-95.0482860021,9,22,2014,3.2,266,NA,NA,NA
"266",266,"A","AF362S0","sora",0,3,"ash","nvca","nw",40.0834019948,-95.0482819788,9,22,2014,3.2,266,NA,NA,NA
"267",267,"A","AF363S0","sora",0,3,"ash","nvca","nw",40.0833230373,-95.0483320188,9,22,2014,3.2,266,NA,NA,NA
"268",268,"A","AF364S0","sora",0,3,"ash","nvca","nw",40.0832200237,-95.0483839866,9,22,2014,3.2,266,NA,NA,NA
"269",269,"A","AF365S0","sora",0,3,"ash","nvca","nw",40.0831020065,-95.0484360382,9,22,2014,3.2,266,NA,NA,NA
"270",270,"M","MB058S1 _13","sora",1,2,"bb1","bkca","ne",39.20994197,-90.761643,9,13,2013,3.2,256,NA,NA,NA
"271",271,"M","MB064S3 _13","sora",3,2,"bb1","bkca","ne",39.20933797,-90.761512,9,13,2013,3.2,256,NA,NA,NA
"272",272,"M","MB065S5 _13","sora",5,2,"bb1","bkca","ne",39.20933504,-90.761512,9,13,2013,3.2,256,NA,NA,NA
"273",273,"M","MB059S1 _13","sora",1,2,"bb1","bkca","ne",39.20921803,-90.761908,9,13,2013,3.2,256,NA,NA,NA
"274",274,"M","MB065S8 _13","sora",8,2,"bb1","bkca","ne",39.209142,-90.762355,9,13,2013,3.2,256,NA,NA,NA
"275",275,"M","MB060S1 _13","sora",1,2,"bb1","bkca","ne",39.20912499,-90.761882,9,13,2013,3.2,256,NA,NA,NA
"276",276,"M","MB061S1 _13","sora",1,2,"bb1","bkca","ne",39.20902801,-90.761821,9,13,2013,3.2,256,NA,NA,NA
"277",277,"M","MB062S6 _13","sora",6,2,"bb1","bkca","ne",39.20860799,-90.761275,9,13,2013,3.2,256,NA,NA,NA
"278",278,"M","MB073S2 _13","sora",2,2,"bb1","bkca","ne",39.20858402,-90.764639,9,13,2013,3.2,256,NA,NA,NA
"279",279,"M","MB063S0 _13","sora",0,2,"bb1","bkca","ne",39.20840196,-90.761082,9,13,2013,3.2,256,NA,NA,NA
"280",280,"M","MB066S7 _13","sora",7,2,"bb1","bkca","ne",39.20784599,-90.761232,9,13,2013,3.2,256,NA,NA,NA
"281",281,"M","MB072S5 _13","sora",5,2,"bb1","bkca","ne",39.20766796,-90.762285,9,13,2013,3.2,256,NA,NA,NA
"282",282,"M","MB070S5 _13","sora",5,2,"bb1","bkca","ne",39.20766704,-90.762285,9,13,2013,3.2,256,NA,NA,NA
"283",283,"M","MB069S4 _13","sora",4,2,"bb1","bkca","ne",39.20766402,-90.76228,9,13,2013,3.2,256,NA,NA,NA
"284",284,"M","MB067S0 _13","sora",0,2,"bb1","bkca","ne",39.20765597,-90.76224,9,13,2013,3.2,256,NA,NA,NA
"285",285,"M","MB077S0 _13","sora",0,2,"bb1","bkca","ne",39.20765304,-90.76531,9,13,2013,3.2,256,NA,NA,NA
"286",286,"M","MB076S0 _13","sora",0,2,"bb1","bkca","ne",39.20765002,-90.765313,9,13,2013,3.2,256,NA,NA,NA
"287",287,"M","MB068S0 _13","sora",0,2,"bb1","bkca","ne",39.20764198,-90.762219,9,13,2013,3.2,256,NA,NA,NA
"288",288,"M","MB075S0 _13","sora",0,2,"bb1","bkca","ne",39.20764198,-90.765302,9,13,2013,3.2,256,NA,NA,NA
"289",289,"M","MB074S3 _13","sora",3,2,"bb1","bkca","ne",39.20761398,-90.765271,9,13,2013,3.2,256,NA,NA,NA
"290",290,"M","MB078S0 _13","sora",0,2,"bb1","bkca","ne",39.20470596,-90.765292,9,13,2013,3.2,256,NA,NA,NA
"291",291,"M","MB079S0 _13","sora",0,2,"bb1","bkca","ne",39.20462399,-90.765282,9,13,2013,3.2,256,NA,NA,NA
"292",292,"M","MB082S4 _13","sora",4,2,"bb1","bkca","ne",39.20454604,-90.76336,9,13,2013,3.2,256,NA,NA,NA
"293",293,"M","MB083S1 _13","sora",1,2,"bb1","bkca","ne",39.20450899,-90.763358,9,13,2013,3.2,256,NA,NA,NA
"294",294,"M","MB084S1 _13","sora",1,2,"bb1","bkca","ne",39.20450698,-90.763355,9,13,2013,3.2,256,NA,NA,NA
"295",295,"M","MB080S2 _13","sora",2,2,"bb1","bkca","ne",39.20431302,-90.764965,9,13,2013,3.2,256,NA,NA,NA
"296",296,"D","DD013S0","sora",0,1,"bb2","bkca","ne",40.08928601,-95.261805,8,24,2013,3.2,236,NA,NA,NA
"297",297,"D","DD011S0","sora",0,1,"bb2","bkca","ne",39.20100301,-90.766465,8,24,2013,3.2,236,NA,NA,NA
"298",298,"N","N504S0","sora",0,3,"ccmsu12","ccnwr","ne",39.2616780102,-90.7747799624,9,30,2014,3.2,274,NA,NA,NA
"299",299,"A","AF387Y0","yera",0,3,"ccmsu2","ccnwr","ne",39.2629539873,-90.7830929663,9,30,2014,3.2,274,NA,NA,NA
"300",300,"A","AF571S01","sora",0,4,"dc14","dcca","se",37.0583960228,-90.1251399703,10,21,2014,3.2,295,NA,NA,NA
"301",301,"A","AF573S1","sora",1,4,"dc14","dcca","se",37.0611909684,-90.1215329859,10,21,2014,3.2,295,NA,NA,NA
"302",302,"A","AF574S0","sora",0,4,"dc14","dcca","se",37.0606940053,-90.1217479818,10,21,2014,3.2,295,NA,NA,NA
"303",303,"A","AF575S0","sora",0,4,"dc14","dcca","se",37.0602920093,-90.1234269608,10,21,2014,3.2,295,NA,NA,NA
"304",304,"A","AF576S0","sora",0,4,"dc14","dcca","se",37.060287986,-90.1234210096,10,21,2014,3.2,295,NA,NA,NA
"305",305,"A","AF577S0","sora",0,4,"dc14","dcca","se",37.0602869801,-90.1234149747,10,21,2014,3.2,295,NA,NA,NA
"306",306,"A","AF578S1","sora",1,4,"dc14","dcca","se",37.0601159893,-90.1237120293,10,21,2014,3.2,295,NA,NA,NA
"307",307,"A","AF579S1","sora",1,4,"dc14","dcca","se",37.0601459965,-90.1238199882,10,21,2014,3.2,295,NA,NA,NA
"308",308,"A","AF580S1","sora",1,4,"dc14","dcca","se",37.0601500198,-90.1238169707,10,21,2014,3.2,295,NA,NA,NA
"309",309,"N","N746S0","sora",0,4,"dc18","dcca","se",37.055697972,-90.1306949928,10,21,2014,3.2,295,NA,NA,NA
"310",310,"N","N747S0","sora",0,4,"dc18","dcca","se",37.0562370121,-90.1303250156,10,21,2014,3.2,295,NA,NA,NA
"311",311,"N","N749S0","sora",0,4,"dc18","dcca","se",37.0575109776,-90.126537988,10,21,2014,3.2,295,NA,NA,NA
"312",312,"N","N750S0","sora",0,4,"dc18","dcca","se",37.0578389615,-90.1259110216,10,21,2014,3.2,295,NA,NA,NA
"313",313,"A","AF581S2","sora",2,4,"dc20","dcca","se",37.0586159639,-90.1283339784,10,21,2014,3.2,295,NA,NA,NA
"314",314,"N","N744S0","sora",0,4,"dc22","dcca","se",37.0581920072,-90.135843996,10,21,2014,3.2,295,NA,NA,NA
"315",315,"N","N745S0","sora",0,4,"dc22","dcca","se",37.0566010382,-90.1362729818,10,21,2014,3.2,295,NA,NA,NA
"316",316,"D","DD099S0","sora",0,2,"kt2","bkca","ne",39.6943980362,-93.3078050148,9,13,2013,3.2,256,NA,NA,NA
"317",317,"D","DD101S0","sora",0,2,"kt2","bkca","ne",39.1527239978,-90.7293779589,9,13,2013,3.2,256,NA,NA,NA
"318",318,"D","DD100S2","sora",2,2,"kt2","bkca","ne",39.1507199686,-90.7311059721,9,13,2013,3.2,256,NA,NA,NA
"319",319,"D","DD099S1","sora",1,2,"kt2","bkca","ne",39.1505130194,-90.7307520043,9,13,2013,3.2,256,NA,NA,NA
"320",320,"D","DD102S5","sora",5,2,"kt2","bkca","ne",39.1491429973,-90.7299569808,9,13,2013,3.2,256,NA,NA,NA
"321",321,"D","DD098S0","sora",0,2,"kt2","bkca","ne",39.1487259977,-90.7305579633,9,13,2013,3.2,256,NA,NA,NA
"322",322,"D","DD103S2","sora",2,2,"kt2","bkca","ne",39.1487059649,-90.729986988,9,13,2013,3.2,256,NA,NA,NA
"323",323,"D","DD097S0","sora",0,2,"kt2","bkca","ne",39.1481339838,-90.7306899782,9,13,2013,3.2,256,NA,NA,NA
"324",324,"D","DD104S0","sora",0,2,"kt2","bkca","ne",39.1462489776,-90.7296279911,9,13,2013,3.2,256,NA,NA,NA
"325",325,"D","DD096S6","sora",6,2,"kt2","bkca","ne",39.1461380012,-90.7312470395,9,13,2013,3.2,256,NA,NA,NA
"326",326,"D","DD105S0","sora",0,2,"kt2","bkca","ne",39.1458299663,-90.7294010092,9,13,2013,3.2,256,NA,NA,NA
"327",327,"D","DD106S0","sora",0,2,"kt2","bkca","ne",39.145302996,-90.7289489731,9,13,2013,3.2,256,NA,NA,NA
"328",328,"D","DD107S0","sora",0,2,"kt2","bkca","ne",39.1452220269,-90.7289000228,9,13,2013,3.2,256,NA,NA,NA
"329",329,"D","DD095S3","sora",3,2,"kt2","bkca","ne",39.1450780258,-90.731244022,9,13,2013,3.2,256,NA,NA,NA
"330",330,"D","DD094S2","sora",2,2,"kt2","bkca","ne",39.1449620202,-90.731213009,9,13,2013,3.2,256,NA,NA,NA
"331",331,"D","DD092S2","sora",2,2,"kt2","bkca","ne",39.1447920352,-90.7311809901,9,13,2013,3.2,256,NA,NA,NA
"332",332,"D","DD091S0","sora",0,2,"kt2","bkca","ne",39.1447880119,-90.7312040403,9,13,2013,3.2,256,NA,NA,NA
"333",333,"D","DD108S0","sora",0,2,"kt2","bkca","ne",39.1447050311,-90.728484029,9,13,2013,3.2,256,NA,NA,NA
"334",334,"D","DD089S0","sora",0,2,"kt2","bkca","ne",39.1447000019,-90.7311789785,9,13,2013,3.2,256,NA,NA,NA
"335",335,"D","DD090S0","sora",0,2,"kt2","bkca","ne",39.1447000019,-90.7311799843,9,13,2013,3.2,256,NA,NA,NA
"336",336,"D","DD109S0","sora",0,2,"kt2","bkca","ne",39.1446170211,-90.7284830231,9,13,2013,3.2,256,NA,NA,NA
"337",337,"D","DD088S0","sora",0,2,"kt2","bkca","ne",39.1444570106,-90.7311140187,9,13,2013,3.2,256,NA,NA,NA
"338",338,"D","DD110S1","sora",1,2,"kt2","bkca","ne",39.1444079764,-90.728440024,9,13,2013,3.2,256,NA,NA,NA
"339",339,"D","DD087S1","sora",1,2,"kt2","bkca","ne",39.1443909612,-90.7310929801,9,13,2013,3.2,256,NA,NA,NA
"340",340,"D","DD111S1","sora",1,2,"kt2","bkca","ne",39.1443189606,-90.7282960229,9,13,2013,3.2,256,NA,NA,NA
"341",341,"D","DD112S1","sora",1,2,"kt2","bkca","ne",39.1443170328,-90.7282909937,9,13,2013,3.2,256,NA,NA,NA
"342",342,"D","DD086S2","sora",2,2,"kt2","bkca","ne",39.14404504,-90.730986027,9,13,2013,3.2,256,NA,NA,NA
"343",343,"D","DD085S2","sora",2,2,"kt2","bkca","ne",39.1439550184,-90.7309420221,9,13,2013,3.2,256,NA,NA,NA
"344",344,"D","DD084S0","sora",0,2,"kt2","bkca","ne",39.1439189762,-90.7309450395,9,13,2013,3.2,256,NA,NA,NA
"345",345,"D","DD083S2","sora",2,2,"kt2","bkca","ne",39.1432480048,-90.7308079954,9,13,2013,3.2,256,NA,NA,NA
"346",346,"D","DD082S1","sora",1,2,"kt2","bkca","ne",39.1428940371,-90.7306779921,9,13,2013,3.2,256,NA,NA,NA
"347",347,"D","DD127S0","sora",0,2,"kt2","bkca","ne",39.1427590046,-90.7295239717,9,13,2013,3.2,256,NA,NA,NA
"348",348,"D","DD128S0","sora",0,2,"kt2","bkca","ne",39.1426200327,-90.7287639845,9,13,2013,3.2,256,NA,NA,NA
"349",349,"D","DD129S0","sora",0,2,"kt2","bkca","ne",39.142234968,-90.7287649903,9,13,2013,3.2,256,NA,NA,NA
"350",350,"D","DD130S0","sora",0,2,"kt2","bkca","ne",39.1421860177,-90.7287919801,9,13,2013,3.2,256,NA,NA,NA
"351",351,"D","DD081S0","sora",0,2,"kt2","bkca","ne",39.1421710141,-90.7306130324,9,13,2013,3.2,256,NA,NA,NA
"352",352,"D","DD080S2","sora",2,2,"kt2","bkca","ne",39.1420189664,-90.730615966,9,13,2013,3.2,256,NA,NA,NA
"353",353,"D","DD080V1","vira",1,2,"kt2","bkca","ne",39.1420189664,-90.7306120265,9,13,2013,3.2,256,NA,NA,NA
"354",354,"D","DD126S5","sora",5,2,"kt2","bkca","ne",39.1420110036,-90.72944602,9,13,2013,3.2,256,NA,NA,NA
"355",355,"D","DD125S0","sora",0,2,"kt2","bkca","ne",39.1419740394,-90.729578035,9,13,2013,3.2,256,NA,NA,NA
"356",356,"D","DD124S0","sora",0,2,"kt2","bkca","ne",39.1419629753,-90.7295790408,9,13,2013,3.2,256,NA,NA,NA
"357",357,"D","DD123S2","sora",2,2,"kt2","bkca","ne",39.1418590397,-90.729578035,9,13,2013,3.2,256,NA,NA,NA
"358",358,"D","DD132S2","sora",2,2,"kt2","bkca","ne",39.1418420244,-90.728471037,9,13,2013,3.2,256,NA,NA,NA
"359",359,"D","DD131S2","sora",2,2,"kt2","bkca","ne",39.1418400127,-90.728471037,9,13,2013,3.2,256,NA,NA,NA
"360",360,"D","DD079S0","sora",0,2,"kt2","bkca","ne",39.1417739633,-90.7306189835,9,13,2013,3.2,256,NA,NA,NA
"361",361,"D","DD122S0","sora",0,2,"kt2","bkca","ne",39.1409820411,-90.7299670391,9,13,2013,3.2,256,NA,NA,NA
"362",362,"D","DD078S3","sora",3,2,"kt2","bkca","ne",39.1403330304,-90.7303859666,9,13,2013,3.2,256,NA,NA,NA
"363",363,"D","DD077S0","sora",0,2,"kt2","bkca","ne",39.1386330128,-90.7309980132,9,13,2013,3.2,256,NA,NA,NA
"364",364,"D","DD076S0","sora",0,2,"kt2","bkca","ne",39.1385080386,-90.730968006,9,13,2013,3.2,256,NA,NA,NA
"365",365,"D","DD075S2","sora",2,2,"kt2","bkca","ne",39.1381750256,-90.7315259892,9,13,2013,3.2,256,NA,NA,NA
"366",366,"A","AF023S2","sora",2,1,"kt2","bkca","ne",39.147187,-90.72854798,8,24,2014,3.2,236,NA,NA,NA
"367",367,"A","AF024S2","sora",2,1,"kt2","bkca","ne",39.14716797,-90.72871101,8,24,2014,3.2,236,NA,NA,NA
"368",368,"A","AF025S4","sora",4,1,"kt2","bkca","ne",39.14515204,-90.72856198,8,24,2014,3.2,236,NA,NA,NA
"369",369,"A","AF026S2","sora",2,1,"kt2","bkca","ne",39.14505799,-90.72851798,8,24,2014,3.2,236,NA,NA,NA
"370",370,"A","AF027S5","sora",5,1,"kt2","bkca","ne",39.14407404,-90.72811497,8,24,2014,3.2,236,NA,NA,NA
"371",371,"A","AF029S0","sora",0,1,"kt2","bkca","ne",39.14398897,-90.731169,8,24,2014,3.2,236,NA,NA,NA
"372",372,"A","AF030S2","sora",2,1,"kt2","bkca","ne",39.14398603,-90.73116599,8,24,2014,3.2,236,NA,NA,NA
"373",373,"A","AF031S1","sora",1,1,"kt2","bkca","ne",39.14384798,-90.73104202,8,24,2014,3.2,236,NA,NA,NA
"374",374,"A","AF032S5","sora",5,1,"kt2","bkca","ne",39.14372502,-90.73091101,8,24,2014,3.2,236,NA,NA,NA
"375",375,"A","AF028S3","sora",3,1,"kt2","bkca","ne",39.14072002,-90.72986796,8,24,2014,3.2,236,NA,NA,NA
"376",376,"A","AF023S0","sora",0,1,"kt2","bkca","ne",39.14048198,-90.72765699,8,24,2014,3.2,236,NA,NA,NA
"377",377,"A","AF022S0","sora",0,1,"kt2","bkca","ne",39.13958704,-90.72812604,8,24,2014,3.2,236,NA,NA,NA
"378",378,"N","NS118S0","sora",0,2,"kt6","bkca","ne",39.13624803,-90.741416,9,13,2013,3.2,256,NA,NA,NA
"379",379,"N","NS123S0","sora",0,2,"kt6","bkca","ne",39.13576397,-90.73833,9,13,2013,3.2,256,NA,NA,NA
"380",380,"N","NS122S1","sora",1,2,"kt6","bkca","ne",39.13569298,-90.740006,9,13,2013,3.2,256,NA,NA,NA
"381",381,"N","NS119S0","sora",0,2,"kt6","bkca","ne",39.13543599,-90.741447,9,13,2013,3.2,256,NA,NA,NA
"382",382,"N","NS124S0","sora",0,2,"kt6","bkca","ne",39.135295,-90.740439,9,13,2013,3.2,256,NA,NA,NA
"383",383,"N","NS121S3","sora",3,2,"kt6","bkca","ne",39.13361301,-90.740483,9,13,2013,3.2,256,NA,NA,NA
"384",384,"N","NS120S1","sora",1,2,"kt6","bkca","ne",39.133611,-90.740484,9,13,2013,3.2,256,NA,NA,NA
"385",385,"A","AF019S4","sora",4,1,"kt6","bkca","ne",39.13451297,-90.740487,8,24,2014,3.2,236,NA,NA,NA
"386",386,"A","AF020S0","sora",0,1,"kt6","bkca","ne",39.13304698,-90.74013404,8,24,2014,3.2,236,NA,NA,NA
"387",387,"A","AF021S3","sora",3,1,"kt6","bkca","ne",39.13239897,-90.73882797,8,24,2014,3.2,236,NA,NA,NA
"388",388,"M","MB035S0 _13","sora",0,2,"m10","slnwr","nc",39.59412801,-93.189694,9,9,2013,3.2,252,NA,NA,NA
"389",389,"N","NS397S0","sora",0,3,"m10","slnwr","nc",39.59407596,-93.189707,9,30,2013,3.2,273,NA,NA,NA
"390",390,"N","NS400S0","sora",0,3,"m10","slnwr","nc",39.59181201,-93.191287,9,30,2013,3.2,273,NA,NA,NA
"391",391,"N","NS398S5","sora",5,3,"m10","slnwr","nc",39.59139098,-93.191574,9,30,2013,3.2,273,NA,NA,NA
"392",392,"N","NS401S0","sora",0,3,"m10","slnwr","nc",39.59100801,-93.190408,9,30,2013,3.2,273,NA,NA,NA
"393",393,"N","NS399S0","sora",0,3,"m10","slnwr","nc",39.59061801,-93.190846,9,30,2013,3.2,273,NA,NA,NA
"394",394,"N","NS403S0","sora",0,3,"m10","slnwr","nc",39.58905897,-93.187982,9,30,2013,3.2,273,NA,NA,NA
"395",395,"N","NS402S0","sora",0,3,"m10","slnwr","nc",39.58805599,-93.190389,9,30,2013,3.2,273,NA,NA,NA
"396",396,"A","AF382S1","sora",1,3,"m10","slnwr","nc",39.5918860193,-93.1894989777,9,26,2014,3.2,270,NA,NA,NA
"397",397,"D","DD297S2","sora",2,3,"m11","slnwr","nc",39.5926249679,-93.194187982,9,30,2013,3.2,273,NA,NA,NA
"398",398,"D","DD298S0","sora",0,3,"m11","slnwr","nc",39.5925880037,-93.1943059992,9,30,2013,3.2,273,NA,NA,NA
"399",399,"D","DD295S1","sora",1,3,"m11","slnwr","nc",39.5884210244,-93.1913650408,9,30,2013,3.2,273,NA,NA,NA
"400",400,"A","AF381S3","sora",3,3,"m11","slnwr","nc",39.5915649924,-93.1928980071,9,26,2014,3.2,270,NA,NA,NA
"401",401,"N","N422S0","sora",0,3,"m13","slnwr","nc",39.5834440179,-93.1943660136,9,26,2014,3.2,270,NA,NA,NA
